Learning Content,Availability Status,Available Capacity,Sydney Start Date,Sydney End Date,Sydney Registration Deadline
Financial Accounting - Learn Virtual,Open,Yes,2024-05-07 13:00:00+10:00,2024-05-10 18:00:00+10:00,2024-05-02 13:00:00+10:00
HCM Services Practical - Learn Virtual,Open,Yes,2024-05-07 13:00:00+10:00,2024-05-11 21:00:00+10:00,2024-05-02 13:00:00+10:00
Customer Accounts and Customer Contracts Consulting Core - Learn Virtual,Open,Yes,2024-05-07 13:00:00+10:00,2024-05-11 19:00:00+10:00,2024-05-02 13:00:00+10:00
Financial Services Practical - Learn Virtual,Open,Yes,2024-05-07 13:00:00+10:00,2024-05-11 21:00:00+10:00,2024-05-02 13:00:00+10:00
Procure to Pay Consulting Core - Learn Virtual,Open,Yes,2024-05-07 13:00:00+10:00,2024-05-11 19:00:00+10:00,2024-05-02 13:00:00+10:00
Student Services Practical - Learn Virtual,Open,Yes,2024-05-07 15:00:00+10:00,2024-05-11 23:00:00+10:00,2024-05-02 15:00:00+10:00
Inbound EIB Integrations - Learn Virtual,Open,Yes,2024-05-07 15:00:00+10:00,2024-05-08 20:00:00+10:00,2024-05-02 15:00:00+10:00
Business Process Fundamentals - Learn Virtual,Open,Yes,2024-05-07 15:00:00+10:00,2024-05-09 20:00:00+10:00,2024-05-02 15:00:00+10:00
HCM Applied Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-07 15:00:00+10:00,2024-05-10 23:00:00+10:00,2024-05-02 15:00:00+10:00
Customer Accounts and Customer Contracts - Learn Virtual,Open,Yes,2024-05-07 15:00:00+10:00,2024-05-10 20:00:00+10:00,2024-05-02 15:00:00+10:00
Student Financials Fundamentals - Learn Virtual,Open,Yes,2024-05-07 17:00:00+10:00,2024-05-11 01:00:00+10:00,2024-05-02 17:00:00+10:00
Student Financials Consulting Core - Learn Virtual,Open,Yes,2024-05-07 17:00:00+10:00,2024-05-12 01:00:00+10:00,2024-05-02 17:00:00+10:00
Reporting Essential Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-07 18:30:00+10:00,2024-05-12 02:30:00+10:00,2024-05-02 18:30:00+10:00
Student Records and Advising Fundamentals - Learn Virtual,Open,Yes,2024-05-07 19:00:00+10:00,2024-05-11 03:00:00+10:00,2024-05-02 19:00:00+10:00
Report Writer - Learn Virtual,Open,Yes,2024-05-07 19:00:00+10:00,2024-05-10 00:00:00+10:00,2024-05-02 19:00:00+10:00
Business Process Fundamentals - Learn Virtual,Open,Yes,2024-05-07 19:00:00+10:00,2024-05-10 00:00:00+10:00,2024-05-02 19:00:00+10:00
Advanced Reporting and Analytics - Learn Virtual,Open,Yes,2024-05-07 19:00:00+10:00,2024-05-10 00:00:00+10:00,2024-05-02 19:00:00+10:00
Composite Reporting Fundamentals - Learn Virtual,Open,Yes,2024-05-07 19:00:00+10:00,2024-05-10 00:00:00+10:00,2024-05-02 19:00:00+10:00
CCTPP Consulting Core - Learn Virtual,Open,Yes,2024-05-07 19:00:00+10:00,2024-05-16 01:30:00+10:00,2024-05-02 19:00:00+10:00
Adaptive Planning Essential Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-07 19:00:00+10:00,2024-05-12 01:00:00+10:00,2024-05-02 19:00:00+10:00
Financial Essential Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-07 10:00:00+10:00,2024-05-10 18:00:00+10:00,2024-05-02 10:00:00+10:00
Financial Fundamentals - Learn Virtual,Open,Yes,2024-05-07 13:00:00+10:00,2024-05-10 21:00:00+10:00,2024-05-02 13:00:00+10:00
Advanced Business Process - Learn Virtual,Open,Yes,2024-05-07 13:00:00+10:00,2024-05-08 18:00:00+10:00,2024-05-02 13:00:00+10:00
Prism Analytics Consulting Core - Learn Virtual,Open,Yes,2024-05-07 13:00:00+10:00,2024-05-10 19:00:00+10:00,2024-05-02 13:00:00+10:00
Prism Analytics - Learn Virtual,Open,Yes,2024-05-07 13:00:00+10:00,2024-05-09 18:00:00+10:00,2024-05-02 13:00:00+10:00
CCTPP Consulting Core - Learn Virtual,Open,Yes,2024-05-07 13:00:00+10:00,2024-05-15 19:30:00+10:00,2024-05-02 13:00:00+10:00
HCM Essential Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-07 17:30:00+10:00,2024-05-11 02:30:00+10:00,2024-05-02 17:30:00+10:00
Learning Fundamentals - Learn Virtual,Open,Yes,2024-05-08 01:00:00+10:00,2024-05-11 09:00:00+10:00,2024-05-03 01:00:00+10:00
HCM Essential Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-08 02:30:00+10:00,2024-05-11 11:30:00+10:00,2024-05-03 02:30:00+10:00
HCM Fundamentals - Learn In-Person,Open,Yes,2024-05-08 03:00:00+10:00,2024-05-11 11:00:00+10:00,2024-05-03 03:00:00+10:00
Time Tracking Fundamentals - Learn Virtual,Open,Yes,2024-05-08 03:00:00+10:00,2024-05-11 11:00:00+10:00,2024-05-03 03:00:00+10:00
Payroll Fundamentals - Learn Virtual,Open,Yes,2024-05-08 03:00:00+10:00,2024-05-11 11:00:00+10:00,2024-05-03 03:00:00+10:00
HCM Fundamentals - Learn Virtual,Open,Yes,2024-05-08 03:00:00+10:00,2024-05-11 11:00:00+10:00,2024-05-03 03:00:00+10:00
Financial Fundamentals - Learn Virtual,Open,Yes,2024-05-08 03:00:00+10:00,2024-05-11 11:00:00+10:00,2024-05-03 03:00:00+10:00
Financial Services Practical - Learn Virtual,Open,Yes,2024-05-08 03:00:00+10:00,2024-05-12 03:30:00+10:00,2024-05-03 03:00:00+10:00
HCM Essential Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-08 12:30:00+10:00,2024-05-11 21:30:00+10:00,2024-05-03 12:30:00+10:00
Time Tracking Fundamentals - Learn Virtual,Open,Yes,2024-05-08 13:00:00+10:00,2024-05-11 21:00:00+10:00,2024-05-03 13:00:00+10:00
Time Off Fundamentals - Learn Virtual,Open,Yes,2024-05-08 13:00:00+10:00,2024-05-11 21:00:00+10:00,2024-05-03 13:00:00+10:00
Benefits Fundamentals - Learn Virtual,Open,Yes,2024-05-08 13:00:00+10:00,2024-05-11 21:00:00+10:00,2024-05-03 13:00:00+10:00
Compensation Fundamentals - Learn Virtual,Open,Yes,2024-05-08 13:00:00+10:00,2024-05-11 21:00:00+10:00,2024-05-03 13:00:00+10:00
Advanced Recruiting - Learn Virtual,Open,Yes,2024-05-08 13:00:00+10:00,2024-05-09 18:00:00+10:00,2024-05-03 13:00:00+10:00
HCM Fundamentals - Learn Virtual,Open,Yes,2024-05-08 13:00:00+10:00,2024-05-11 21:00:00+10:00,2024-05-03 13:00:00+10:00
Advanced Compensation Fundamentals - Learn Virtual,Open,Yes,2024-05-08 13:00:00+10:00,2024-05-11 21:00:00+10:00,2024-05-03 13:00:00+10:00
Recruiting Fundamentals - Learn Virtual,Open,Yes,2024-05-08 13:00:00+10:00,2024-05-11 21:00:00+10:00,2024-05-03 13:00:00+10:00
Financial Essential Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-08 14:30:00+10:00,2024-05-11 23:30:00+10:00,2024-05-03 14:30:00+10:00
Financial Essential Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-08 14:30:00+10:00,2024-05-11 23:30:00+10:00,2024-05-03 14:30:00+10:00
Payroll Fundamentals - Learn Virtual,Open,Yes,2024-05-08 15:00:00+10:00,2024-05-11 23:00:00+10:00,2024-05-03 15:00:00+10:00
Report Writer - Learn Virtual,Open,Yes,2024-05-08 15:00:00+10:00,2024-05-10 20:00:00+10:00,2024-05-03 15:00:00+10:00
Advanced Reporting and Analytics - Learn Virtual,Open,Yes,2024-05-08 15:00:00+10:00,2024-05-10 20:00:00+10:00,2024-05-03 15:00:00+10:00
HCM Fundamentals - Learn Virtual,Open,Yes,2024-05-08 15:00:00+10:00,2024-05-11 23:00:00+10:00,2024-05-03 15:00:00+10:00
Learning Fundamentals - Learn Virtual,Open,Yes,2024-05-08 15:00:00+10:00,2024-05-11 23:00:00+10:00,2024-05-03 15:00:00+10:00
HCM Fundamentals - Learn Virtual,Open,Yes,2024-05-08 15:00:00+10:00,2024-05-11 23:00:00+10:00,2024-05-03 15:00:00+10:00
Financial Fundamentals - Learn Virtual,Open,Yes,2024-05-08 15:00:00+10:00,2024-05-11 23:00:00+10:00,2024-05-03 15:00:00+10:00
Configurable Security Fundamentals - Learn Virtual,Open,Yes,2024-05-08 19:00:00+10:00,2024-05-10 00:00:00+10:00,2024-05-03 19:00:00+10:00
Talent Management - Learn Virtual,Open,Yes,2024-05-08 19:00:00+10:00,2024-05-10 00:00:00+10:00,2024-05-03 19:00:00+10:00
Compensation Fundamentals - Learn Virtual,Open,Yes,2024-05-08 19:00:00+10:00,2024-05-12 03:00:00+10:00,2024-05-03 19:00:00+10:00
Procure to Pay Fundamentals - Learn Virtual,Open,Yes,2024-05-08 19:00:00+10:00,2024-05-12 00:00:00+10:00,2024-05-03 19:00:00+10:00
Workday Extend Fundamentals - Learn Virtual,Open,Yes,2024-05-09 03:00:00+10:00,2024-05-10 08:00:00+10:00,2024-05-04 03:00:00+10:00
Advanced Workday Studio - Learn Virtual,Open,Yes,2024-05-09 13:00:00+10:00,2024-05-11 18:00:00+10:00,2024-05-04 13:00:00+10:00
Integration Security - Learn Virtual,Open,Yes,2024-05-10 13:00:00+10:00,2024-05-11 18:00:00+10:00,2024-05-07 13:00:00+10:00
Introduction to Workday Studio - Learn Virtual,Open,Yes,2024-05-10 13:00:00+10:00,2024-05-11 18:00:00+10:00,2024-05-07 13:00:00+10:00
Workday Report Designer (BIRT) - Learn Virtual,Open,Yes,2024-05-10 13:00:00+10:00,2024-05-11 18:00:00+10:00,2024-05-07 13:00:00+10:00
Workday Extend Fundamentals - Learn Virtual,Open,Yes,2024-05-10 13:00:00+10:00,2024-05-11 18:00:00+10:00,2024-05-07 13:00:00+10:00
Onboarding Fundamentals - Learn Virtual,Open,Yes,2024-05-10 13:00:00+10:00,2024-05-11 18:00:00+10:00,2024-05-07 13:00:00+10:00
XSLT for Workday - Learn Virtual,Open,Yes,2024-05-10 13:00:00+10:00,2024-05-11 18:00:00+10:00,2024-05-07 13:00:00+10:00
Calculated Fields - Learn Virtual,Open,Yes,2024-05-10 15:00:00+10:00,2024-05-11 20:00:00+10:00,2024-05-07 15:00:00+10:00
Learning Fundamentals - Learn Virtual,Open,Yes,2024-05-13 09:00:00+10:00,2024-05-16 17:00:00+10:00,2024-05-08 09:00:00+10:00
Custom Integrations Consulting Core - Learn Virtual,Open,Yes,2024-05-13 13:00:00+10:00,2024-05-17 19:00:00+10:00,2024-05-08 13:00:00+10:00
Procure to Pay Fundamentals - Learn Virtual,Open,Yes,2024-05-13 12:00:00+10:00,2024-05-16 17:00:00+10:00,2024-05-08 12:00:00+10:00
Procure to Pay Consulting Core - Learn Virtual,Open,Yes,2024-05-13 12:00:00+10:00,2024-05-17 18:00:00+10:00,2024-05-08 12:00:00+10:00
HCM Applied Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-13 17:30:00+10:00,2024-05-17 02:30:00+10:00,2024-05-08 17:30:00+10:00
Custom Integrations Consulting Core - Learn Virtual,Open,Yes,2024-05-13 18:00:00+10:00,2024-05-18 00:00:00+10:00,2024-05-08 18:00:00+10:00
Financial Accounting Consulting Core - Learn Virtual,Open,Yes,2024-05-13 20:30:00+10:00,2024-05-18 02:30:00+10:00,2024-05-08 20:30:00+10:00
Financial Reporting Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-14 00:30:00+10:00,2024-05-18 08:30:00+10:00,2024-05-09 00:30:00+10:00
HCM Applied Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-14 00:30:00+10:00,2024-05-17 09:30:00+10:00,2024-05-09 00:30:00+10:00
Integration Essential Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-14 01:00:00+10:00,2024-05-18 07:00:00+10:00,2024-05-09 01:00:00+10:00
Payroll Essential Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-14 02:30:00+10:00,2024-05-18 11:30:00+10:00,2024-05-09 02:30:00+10:00
Absence and Leave Consulting Core - Learn Virtual,Open,Yes,2024-05-14 02:30:00+10:00,2024-05-18 11:30:00+10:00,2024-05-09 02:30:00+10:00
Report Writer - Learn Virtual,Open,Yes,2024-05-14 03:00:00+10:00,2024-05-16 08:00:00+10:00,2024-05-09 03:00:00+10:00
Procure to Pay Consulting Core - Learn Virtual,Open,Yes,2024-05-14 03:00:00+10:00,2024-05-18 09:00:00+10:00,2024-05-09 03:00:00+10:00
Procure to Pay Fundamentals - Learn Virtual,Open,Yes,2024-05-14 03:00:00+10:00,2024-05-17 08:00:00+10:00,2024-05-09 03:00:00+10:00
Inbound EIB Integrations - Learn Virtual,Open,Yes,2024-05-14 03:00:00+10:00,2024-05-15 08:00:00+10:00,2024-05-09 03:00:00+10:00
HCM Services Practical - Learn Virtual,Open,Yes,2024-05-14 03:00:00+10:00,2024-05-18 11:00:00+10:00,2024-05-09 03:00:00+10:00
Student Financial Aid Fundamentals - Learn Virtual,Open,Yes,2024-05-14 13:00:00+10:00,2024-05-17 21:00:00+10:00,2024-05-09 13:00:00+10:00
Student Financial Aid Consulting Core - Learn Virtual,Open,Yes,2024-05-14 13:00:00+10:00,2024-05-18 21:00:00+10:00,2024-05-09 13:00:00+10:00
Prism Analytics Consulting Core - Learn Virtual,Open,Yes,2024-05-14 13:00:00+10:00,2024-05-17 19:00:00+10:00,2024-05-09 13:00:00+10:00
Business Process Fundamentals - Learn Virtual,Open,Yes,2024-05-14 13:00:00+10:00,2024-05-16 18:00:00+10:00,2024-05-09 13:00:00+10:00
Report Writer - Learn Virtual,Open,Yes,2024-05-14 13:00:00+10:00,2024-05-16 18:00:00+10:00,2024-05-09 13:00:00+10:00
Connectors and Document Transformation - Learn Virtual,Open,Yes,2024-05-14 13:00:00+10:00,2024-05-16 18:00:00+10:00,2024-05-09 13:00:00+10:00
HCM Fundamentals - Learn Virtual,Open,Yes,2024-05-14 13:00:00+10:00,2024-05-17 21:00:00+10:00,2024-05-09 13:00:00+10:00
Custom Integrations Consulting Core - Learn Virtual,Open,Yes,2024-05-14 13:00:00+10:00,2024-05-18 19:00:00+10:00,2024-05-09 13:00:00+10:00
Workday Extend: Advanced Data and Orchestration Services - Learn Virtual,Open,Yes,2024-05-14 13:00:00+10:00,2024-05-16 18:00:00+10:00,2024-05-09 13:00:00+10:00
HCM Applied Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-14 13:00:00+10:00,2024-05-17 21:00:00+10:00,2024-05-09 13:00:00+10:00
HCM Recertification Exam,Open,Yes,2024-05-14 13:00:00+10:00,2024-05-14 19:00:00+10:00,2024-05-09 13:00:00+10:00
Adaptive Planning Essential Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-14 13:00:00+10:00,2024-05-18 19:00:00+10:00,2024-05-09 13:00:00+10:00
Payroll Essential Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-14 14:30:00+10:00,2024-05-18 23:30:00+10:00,2024-05-09 14:30:00+10:00
Compensation Consulting Core - Learn Virtual,Open,Yes,2024-05-14 14:30:00+10:00,2024-05-18 23:30:00+10:00,2024-05-09 14:30:00+10:00
Advanced Compensation Consulting Core - Learn Virtual,Open,Yes,2024-05-14 14:30:00+10:00,2024-05-18 23:30:00+10:00,2024-05-09 14:30:00+10:00
Student Essential Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-14 15:00:00+10:00,2024-05-18 23:00:00+10:00,2024-05-09 15:00:00+10:00
Configurable Security Fundamentals - Learn Virtual,Open,Yes,2024-05-14 15:00:00+10:00,2024-05-15 20:00:00+10:00,2024-05-09 15:00:00+10:00
HCM Fundamentals - Learn Virtual,Open,Yes,2024-05-14 15:00:00+10:00,2024-05-17 23:00:00+10:00,2024-05-09 15:00:00+10:00
Integration Essential Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-14 15:00:00+10:00,2024-05-18 21:00:00+10:00,2024-05-09 15:00:00+10:00
Workday Extend: Advanced Presentation Components - Learn Virtual,Open,Yes,2024-05-14 15:00:00+10:00,2024-05-16 20:00:00+10:00,2024-05-09 15:00:00+10:00
Workday Integration System Fundamentals - Learn Virtual,Open,Yes,2024-05-14 15:00:00+10:00,2024-05-15 20:00:00+10:00,2024-05-09 15:00:00+10:00
HCM Services Practical - Learn Virtual,Open,Yes,2024-05-14 15:00:00+10:00,2024-05-18 23:00:00+10:00,2024-05-09 15:00:00+10:00
Talent Optimization Consulting Core - Learn Virtual,Open,Yes,2024-05-14 15:00:00+10:00,2024-05-18 23:00:00+10:00,2024-05-09 15:00:00+10:00
Procure to Pay Fundamentals - Learn Virtual,Open,Yes,2024-05-14 15:00:00+10:00,2024-05-17 20:00:00+10:00,2024-05-09 15:00:00+10:00
Financial Services Practical - Learn Virtual,Open,Yes,2024-05-14 15:00:00+10:00,2024-05-18 23:00:00+10:00,2024-05-09 15:00:00+10:00
Report Writer - Learn Virtual,Open,Yes,2024-05-14 17:00:00+10:00,2024-05-16 22:00:00+10:00,2024-05-09 17:00:00+10:00
Prism Analytics - Learn Virtual,Open,Yes,2024-05-14 17:00:00+10:00,2024-05-16 22:00:00+10:00,2024-05-09 17:00:00+10:00
Advanced Composite Reporting - Learn Virtual,Open,Yes,2024-05-14 17:00:00+10:00,2024-05-15 22:00:00+10:00,2024-05-09 17:00:00+10:00
Learning Consulting Core - Learn Virtual,Open,Yes,2024-05-14 18:30:00+10:00,2024-05-18 03:30:00+10:00,2024-05-09 18:30:00+10:00
Calculated Fields - Learn Virtual,Open,Yes,2024-05-14 19:00:00+10:00,2024-05-16 00:00:00+10:00,2024-05-09 19:00:00+10:00
Advanced Data Conversion Consulting Core - Learn Virtual,Open,Yes,2024-05-14 19:00:00+10:00,2024-05-19 00:00:00+10:00,2024-05-09 19:00:00+10:00
Inbound EIB Integrations - Learn Virtual,Open,Yes,2024-05-14 19:00:00+10:00,2024-05-16 00:00:00+10:00,2024-05-09 19:00:00+10:00
XSLT for Workday - Learn Virtual,Open,Yes,2024-05-14 19:00:00+10:00,2024-05-16 00:00:00+10:00,2024-05-09 19:00:00+10:00
Financial Accounting Consulting Core - Learn Virtual,Open,Yes,2024-05-14 19:00:00+10:00,2024-05-19 01:00:00+10:00,2024-05-09 19:00:00+10:00
Adaptive Planning Applied Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-14 19:00:00+10:00,2024-05-19 01:00:00+10:00,2024-05-09 19:00:00+10:00
HCM Fundamentals - Learn Virtual,Open,Yes,2024-05-14 09:00:00+10:00,2024-05-17 17:00:00+10:00,2024-05-09 09:00:00+10:00
HCM Fundamentals - Learn Virtual,Open,Yes,2024-05-14 11:00:00+10:00,2024-05-17 19:00:00+10:00,2024-05-09 11:00:00+10:00
HCM Essential Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-14 13:00:00+10:00,2024-05-17 22:00:00+10:00,2024-05-09 13:00:00+10:00
Workday Extend for Non-Developers - Learn Virtual,Open,Yes,2024-05-14 13:00:00+10:00,2024-05-15 18:00:00+10:00,2024-05-09 13:00:00+10:00
HCM Fundamentals - Learn Virtual,Open,Yes,2024-05-15 01:00:00+10:00,2024-05-18 09:00:00+10:00,2024-05-10 01:00:00+10:00
HCM Fundamentals - Learn Virtual,Open,Yes,2024-05-15 01:00:00+10:00,2024-05-18 09:00:00+10:00,2024-05-10 01:00:00+10:00
Recruiting Fundamentals - Learn Virtual,Open,Yes,2024-05-15 01:00:00+10:00,2024-05-18 09:00:00+10:00,2024-05-10 01:00:00+10:00
HCM Essential Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-15 02:30:00+10:00,2024-05-18 11:30:00+10:00,2024-05-10 02:30:00+10:00
Compensation Fundamentals - Learn In-Person,Open,Yes,2024-05-15 03:00:00+10:00,2024-05-18 11:00:00+10:00,2024-05-10 03:00:00+10:00
Compensation Fundamentals - Learn Virtual,Open,Yes,2024-05-15 03:00:00+10:00,2024-05-18 11:00:00+10:00,2024-05-10 03:00:00+10:00
Financial Essential Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-15 12:30:00+10:00,2024-05-18 21:30:00+10:00,2024-05-10 12:30:00+10:00
Payroll Fundamentals - Learn Virtual,Open,Yes,2024-05-15 13:00:00+10:00,2024-05-18 21:00:00+10:00,2024-05-10 13:00:00+10:00
Payroll Fundamentals - Learn In-Person,Open,Yes,2024-05-15 13:00:00+10:00,2024-05-18 21:00:00+10:00,2024-05-10 13:00:00+10:00
Compensation Fundamentals - Learn Virtual,Open,Yes,2024-05-15 13:00:00+10:00,2024-05-18 21:00:00+10:00,2024-05-10 13:00:00+10:00
Learning Fundamentals - Learn Virtual,Open,Yes,2024-05-15 13:00:00+10:00,2024-05-18 21:00:00+10:00,2024-05-10 13:00:00+10:00
Time Off Fundamentals - Learn Virtual,Open,Yes,2024-05-15 15:00:00+10:00,2024-05-18 23:00:00+10:00,2024-05-10 15:00:00+10:00
Time Tracking Fundamentals - Learn Virtual,Open,Yes,2024-05-15 15:00:00+10:00,2024-05-18 23:00:00+10:00,2024-05-10 15:00:00+10:00
Benefits Fundamentals - Learn Virtual,Open,Yes,2024-05-15 15:00:00+10:00,2024-05-18 23:00:00+10:00,2024-05-10 15:00:00+10:00
Talent Management - Learn Virtual,Open,Yes,2024-05-15 15:00:00+10:00,2024-05-16 20:00:00+10:00,2024-05-10 15:00:00+10:00
HCM Fundamentals - Learn Virtual,Open,Yes,2024-05-15 15:00:00+10:00,2024-05-18 23:00:00+10:00,2024-05-10 15:00:00+10:00
Recruiting Fundamentals - Learn Virtual,Open,Yes,2024-05-15 15:00:00+10:00,2024-05-18 23:00:00+10:00,2024-05-10 15:00:00+10:00
Workday Extend Consulting Core - Learn Virtual,Open,Yes,2024-05-15 17:00:00+10:00,2024-05-24 23:00:00+10:00,2024-05-10 17:00:00+10:00
Workday Studio Consulting Core - Learn Virtual,Open,Yes,2024-05-15 17:00:00+10:00,2024-05-24 23:00:00+10:00,2024-05-10 17:00:00+10:00
HCM Essential Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-15 18:30:00+10:00,2024-05-19 03:30:00+10:00,2024-05-10 18:30:00+10:00
Advanced Compensation Fundamentals - Learn Virtual,Open,Yes,2024-05-15 19:00:00+10:00,2024-05-19 03:00:00+10:00,2024-05-10 19:00:00+10:00
Payroll Fundamentals - Learn Virtual,Open,Yes,2024-05-15 19:00:00+10:00,2024-05-19 03:00:00+10:00,2024-05-10 19:00:00+10:00
Adaptive Planning Fundamentals - Learn Virtual,Open,Yes,2024-05-15 19:00:00+10:00,2024-05-19 02:00:00+10:00,2024-05-10 19:00:00+10:00
Financial Fundamentals - Learn Virtual,Open,Yes,2024-05-15 19:00:00+10:00,2024-05-19 03:00:00+10:00,2024-05-10 19:00:00+10:00
HCM Fundamentals - Learn Virtual,Open,Yes,2024-05-15 19:00:00+10:00,2024-05-19 03:00:00+10:00,2024-05-10 19:00:00+10:00
HCM Fundamentals - Learn In-Person,Open,Yes,2024-05-15 19:00:00+10:00,2024-05-19 03:00:00+10:00,2024-05-10 19:00:00+10:00
Workday Extend: Advanced Presentation Components - Learn Virtual,Open,Yes,2024-05-16 03:00:00+10:00,2024-05-18 08:00:00+10:00,2024-05-11 03:00:00+10:00
Advanced Workday Studio - Learn Virtual,Open,Yes,2024-05-16 03:00:00+10:00,2024-05-18 08:00:00+10:00,2024-05-11 03:00:00+10:00
Advanced Reporting and Analytics - Learn Virtual,Open,Yes,2024-05-16 13:00:00+10:00,2024-05-18 18:00:00+10:00,2024-05-11 13:00:00+10:00
Composite Reporting Fundamentals - Learn Virtual,Open,Yes,2024-05-16 15:00:00+10:00,2024-05-18 20:00:00+10:00,2024-05-13 15:00:00+10:00
Performance Enablement - Learn Virtual,Open,Yes,2024-05-16 15:00:00+10:00,2024-05-18 20:00:00+10:00,2024-05-13 15:00:00+10:00
Advanced Workday Studio - Learn Virtual,Open,Yes,2024-05-16 17:00:00+10:00,2024-05-18 22:00:00+10:00,2024-05-13 17:00:00+10:00
Calculated Fields - Learn Virtual,Open,Yes,2024-05-16 17:00:00+10:00,2024-05-17 22:00:00+10:00,2024-05-13 17:00:00+10:00
Advanced Configurable Security - Learn Virtual,Open,Yes,2024-05-16 19:00:00+10:00,2024-05-18 00:00:00+10:00,2024-05-13 19:00:00+10:00
Calculated Fields - Learn Virtual,Open,Yes,2024-05-17 03:00:00+10:00,2024-05-18 08:00:00+10:00,2024-05-14 03:00:00+10:00
Introduction to Workday Studio - Learn Virtual,Open,Yes,2024-05-17 13:00:00+10:00,2024-05-18 18:00:00+10:00,2024-05-14 13:00:00+10:00
Workday Extend Fundamentals - Learn Virtual,Open,Yes,2024-05-17 15:00:00+10:00,2024-05-18 20:00:00+10:00,2024-05-14 15:00:00+10:00
Advanced Business Process - Learn Virtual,Open,Yes,2024-05-17 15:00:00+10:00,2024-05-18 20:00:00+10:00,2024-05-14 15:00:00+10:00
Introduction to Workday Studio - Learn Virtual,Open,Yes,2024-05-17 15:00:00+10:00,2024-05-18 20:00:00+10:00,2024-05-14 15:00:00+10:00
Integration Security - Learn Virtual,Open,Yes,2024-05-17 19:00:00+10:00,2024-05-19 00:00:00+10:00,2024-05-14 19:00:00+10:00
HCM Essential Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-20 09:00:00+10:00,2024-05-23 18:00:00+10:00,2024-05-15 09:00:00+10:00
XSLT for Workday - Learn Virtual,Open,Yes,2024-05-20 13:00:00+10:00,2024-05-21 18:00:00+10:00,2024-05-15 13:00:00+10:00
Report Writer - Learn Virtual,Open,Yes,2024-05-20 13:00:00+10:00,2024-05-22 18:00:00+10:00,2024-05-15 13:00:00+10:00
Workday Integration System Fundamentals - Learn Virtual,Open,Yes,2024-05-20 13:00:00+10:00,2024-05-21 18:00:00+10:00,2024-05-15 13:00:00+10:00
Financial Services Practical - Learn Virtual,Open,Yes,2024-05-20 12:00:00+10:00,2024-05-24 20:00:00+10:00,2024-05-15 12:00:00+10:00
Financial Services Practical - Learn Virtual,Open,Yes,2024-05-20 18:00:00+10:00,2024-05-25 02:00:00+10:00,2024-05-15 18:00:00+10:00
HCM Services Practical - Learn Virtual,Open,Yes,2024-05-20 18:00:00+10:00,2024-05-25 02:00:00+10:00,2024-05-15 18:00:00+10:00
HCM Reporting Concepts Consulting Core - Learn Virtual,Open,Yes,2024-05-21 00:30:00+10:00,2024-05-25 08:30:00+10:00,2024-05-16 00:30:00+10:00
Time Tracking Consulting Core - Learn Virtual,Open,Yes,2024-05-21 00:30:00+10:00,2024-05-25 09:30:00+10:00,2024-05-16 00:30:00+10:00
Talent Optimization Consulting Core - Learn Virtual,Open,Yes,2024-05-21 01:00:00+10:00,2024-05-25 09:00:00+10:00,2024-05-16 01:00:00+10:00
Compensation Consulting Core - Learn Virtual,Open,Yes,2024-05-21 02:30:00+10:00,2024-05-25 11:30:00+10:00,2024-05-16 02:30:00+10:00
Financial Accounting Consulting Core - Learn Virtual,Open,Yes,2024-05-21 03:00:00+10:00,2024-05-25 09:00:00+10:00,2024-05-16 03:00:00+10:00
Customer Accounts and Customer Contracts Consulting Core - Learn Virtual,Open,Yes,2024-05-21 03:00:00+10:00,2024-05-25 09:00:00+10:00,2024-05-16 03:00:00+10:00
Financial Services Practical - Learn Virtual,Open,Yes,2024-05-21 03:00:00+10:00,2024-05-25 11:00:00+10:00,2024-05-16 03:00:00+10:00
Payroll Services Practical - Learn Virtual,Open,Yes,2024-05-21 03:00:00+10:00,2024-05-25 11:00:00+10:00,2024-05-16 03:00:00+10:00
Financial Accounting - Learn Virtual,Open,Yes,2024-05-21 03:00:00+10:00,2024-05-24 08:00:00+10:00,2024-05-16 03:00:00+10:00
